[None, None, None]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.76614450000000001, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0.15322891, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.419566]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.76614450000000001, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.76614450000000001, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 9.9598790000000008]
[0.61291563999999998, 0, 10.113108]
[0.76614450000000001, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0.15322891, 10.266336000000001]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0.15322891, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.76614450000000001, 0, 10.266336000000001]
[0.61291563999999998, -0.15322891, 10.266336000000001]
[0.61291563999999998, 0.15322891, 10.113108]
[0.61291563999999998, 0, 10.266336000000001]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
[0.61291563999999998, 0, 10.113108]
